frame_number,local_dot_x_truth,local_dot_y_truth,yaw_deg,pitch_deg,zoom,global_dot_x_truth,global_dot_y_truth,global_dot_size_truth
37,591.6939697265625,-15.634926795959473,0.9945218953682733,-12.47191011235955,0.5884269662921349,1262,290,1
38,589.556396484375,-13.814352989196777,0.9945218953682734,-12.808988764044944,0.577303370786517,1263,290,1
39,587.7444458007812,-11.964187622070312,0.9510565162951536,-13.146067415730338,0.5661797752808988,1264,290,1
40,586.2439575195312,-10.083846092224121,0.8660254037844392,-13.48314606741573,0.5550561797752809,1265,290,1
41,585.0299072265625,-8.16991138458252,0.7431448254773952,-13.820224719101123,0.543932584269663,1266,290,1
42,584.0662841796875,-6.215994358062744,0.5877852522924734,-14.157303370786517,0.532808988764045,1267,290,1
43,583.3090209960938,-4.213093280792236,0.4067366430758011,-14.49438202247191,0.5216853932584269,1268,290,1
44,582.7085571289062,-2.150106906890869,0.20791169081776084,-14.831460674157302,0.510561797752809,1269,290,1
45,582.210693359375,-0.014176747761666775,3.6739403974420594e-16,-15.168539325842698,0.49943820224719104,1270,290,1
46,581.7610473632812,2.2089364528656006,-0.2079116908177584,-15.505617977528091,0.488314606741573,1271,290,1
47,581.3064575195312,4.534052848815918,-0.4067366430758004,-15.842696629213481,0.4771910112359551,1272,290,1
48,580.7984008789062,6.976654529571533,-0.5877852522924728,-16.179775280898877,0.46606741573033705,1273,290,1
49,580.1947631835938,9.55209732055664,-0.7431448254773936,-16.51685393258427,0.45494382022471913,1274,290,1
50,579.4625244140625,12.275713920593262,-0.8660254037844387,-16.853932584269664,0.4438202247191011,1275,290,1
51,578.5795288085938,15.16250991821289,-0.9510565162951534,-17.191011235955056,0.4326966292134832,1276,290,1
52,577.535400390625,18.226884841918945,-0.9945218953682734,-17.528089887640448,0.42157303370786514,1277,290,1
53,576.3326416015625,21.482627868652344,-0.9945218953682733,-17.865168539325843,0.4104494382022472,1278,290,1
54,574.9869995117188,24.942874908447266,-0.9510565162951538,-18.20224719101124,0.3993258426966292,1279,290,1
55,573.52734375,28.619478225708008,-0.8660254037844383,-18.539325842696627,0.38820224719101126,1280,290,1
56,571.9931640625,32.52363586425781,-0.7431448254773941,-18.876404494382022,0.37707865168539323,1281,290,1
57,570.4359130859375,36.66518020629883,-0.5877852522924735,-19.213483146067418,0.3659550561797753,1282,290,1
58,568.9149169921875,41.05315017700195,-0.40673664307579954,-19.55056179775281,0.3548314606741573,1283,290,1
59,567.4959106445312,45.69628143310547,-0.20791169081775923,-19.8876404494382,0.34370786516853935,1284,290,1
60,566.2500610351562,50.60310745239258,-2.266215559059192e-15,-20.224719101123593,0.33258426966292143,1285,290,1
61,565.2491455078125,55.78350830078125,0.20791169081775826,-20.56179775280899,0.3214606741573034,1286,290,1
62,564.566162109375,61.24943161010742,0.40673664307579865,-20.898876404494384,0.31033707865168536,1287,290,1
63,564.2708129882812,67.01701354980469,0.5877852522924727,-21.235955056179773,0.29921348314606744,1288,290,1
64,564.4299926757812,73.10794067382812,0.7431448254773935,-21.573033707865168,0.2880898876404495,1289,290,1
65,565.1061401367188,79.55146789550781,0.8660254037844378,-21.910112359550563,0.2769662921348315,1290,290,1
66,566.3562622070312,86.38701629638672,0.9510565162951534,-22.247191011235955,0.26584269662921345,1291,290,1
67,568.2326049804688,93.66613006591797,0.9945218953682732,-22.584269662921347,0.2547191011235955,1292,290,1
68,570.7852783203125,101.45525360107422,0.9945218953682733,-22.921348314606742,0.2435955056179776,1293,290,1
69,574.0625610351562,109.83837127685547,0.9510565162951538,-23.258426966292134,0.23247191011235957,1294,290,1
70,578.11474609375,118.92010498046875,0.8660254037844393,-23.59550561797753,0.22134831460674154,1295,290,1
71,582.9996948242188,128.8297576904297,0.7431448254773942,-23.932584269662918,0.2102247191011236,1296,290,1
72,588.7883911132812,139.7259979248047,0.5877852522924736,-24.269662921348313,0.1991011235955057,1297,290,1
73,595.5731201171875,151.803955078125,0.4067366430758013,-24.60674157303371,0.18797752808988766,1298,290,1
74,603.4784545898438,165.30442810058594,0.20791169081775934,-24.9438202247191,0.17685393258426962,1299,290,1
75,612.6758422851562,180.5271759033203,6.123233995736766e-16,-25.280898876404493,0.1657303370786517,1300,290,1
76,623.4039916992188,197.8513946533203,-0.20791169081775815,-25.617977528089888,0.15460674157303378,1301,290,1
77,635.9959716796875,217.76528930664062,-0.40673664307579854,-25.95505617977528,0.14348314606741575,1302,290,1
78,650.9197387695312,240.9115753173828,-0.5877852522924726,-26.292134831460675,0.1323595505617977,1303,290,1
79,668.839111328125,268.1587829589844,-0.7431448254773946,-26.629213483146067,0.12123595505617979,1304,290,1
80,690.7108154296875,300.7164001464844,-0.8660254037844377,-26.96629213483146,0.11011235955056187,1305,290,1
81,717.9425048828125,340.3277893066406,-0.9510565162951534,-27.303370786516854,0.09898876404494383,1306,290,1
82,752.6729736328125,389.6124572753906,-0.9945218953682731,-27.640449438202246,0.0878651685393258,1307,290,1
83,798.2918701171875,452.7021179199219,-0.9945218953682732,-27.977528089887638,0.07674157303370788,1308,290,1
84,860.4879150390625,536.5297241210938,-0.9510565162951538,-28.314606741573034,0.06561797752808995,1309,290,1
85,949.5810546875,653.6928100585938,-0.8660254037844384,-28.651685393258425,0.05449438202247192,1310,290,1
86,1086.4473876953125,829.7271118164062,-0.7431448254773955,-28.98876404494382,0.04337078651685389,1311,290,1
87,1320.69873046875,1125.431640625,-0.5877852522924737,-29.325842696629213,0.032247191011235965,1312,290,1
88,1806.348388671875,1729.7220458984375,-0.40673664307580304,-29.662921348314605,0.021123595505618042,1313,290,1
89,3382.2939453125,3672.2685546875,-0.20791169081775773,-30.0,0.010000000000000009,1314,290,1
