frame_number,local_dot_x_truth,local_dot_y_truth,yaw_deg,pitch_deg,zoom,global_dot_x_truth,global_dot_y_truth,global_dot_size_truth
37,1308.9019775390625,-975.2534790039062,0.9945218953682733,-18.8135593220339,0.3791525423728813,1262,290,1
38,1329.2044677734375,-1031.0179443359375,0.9945218953682734,-19.322033898305083,0.36237288135593226,1263,290,1
39,1352.7982177734375,-1091.5863037109375,0.9510565162951536,-19.83050847457627,0.345593220338983,1264,290,1
40,1380.1199951171875,-1157.7471923828125,0.8660254037844392,-20.338983050847457,0.32881355932203393,1265,290,1
41,1411.64990234375,-1230.4747314453125,0.7431448254773952,-20.847457627118644,0.31203389830508477,1266,290,1
42,1447.92919921875,-1310.9871826171875,0.5877852522924734,-21.35593220338983,0.2952542372881356,1267,290,1
43,1489.5914306640625,-1400.80859375,0.4067366430758011,-21.864406779661014,0.27847457627118655,1268,290,1
44,1537.396240234375,-1501.8629150390625,0.20791169081776084,-22.372881355932204,0.26169491525423727,1269,290,1
45,1592.2965087890625,-1616.6160888671875,3.6739403974420594e-16,-22.881355932203387,0.24491525423728822,1270,290,1
46,1655.516845703125,-1748.258056640625,-0.2079116908177584,-23.389830508474578,0.22813559322033894,1271,290,1
47,1728.6759033203125,-1900.9833984375,-0.4067366430758004,-23.89830508474576,0.21135593220338988,1272,290,1
48,1813.9849853515625,-2080.427734375,-0.5877852522924728,-24.40677966101695,0.1945762711864406,1273,290,1
49,1914.5330810546875,-2294.3251953125,-0.7431448254773936,-24.915254237288135,0.17779661016949155,1274,290,1
50,2034.762939453125,-2553.6044921875,-0.8660254037844387,-25.423728813559322,0.1610169491525424,1275,290,1
51,2181.267333984375,-2874.2216796875,-0.9510565162951534,-25.93220338983051,0.14423728813559322,1276,290,1
52,2364.228759765625,-3280.495849609375,-0.9945218953682734,-26.440677966101696,0.12745762711864406,1277,290,1
53,2600.149658203125,-3811.416015625,-0.9945218953682733,-26.949152542372882,0.11067796610169489,1278,290,1
54,2917.43359375,-4533.70068359375,-0.9510565162951538,-27.45762711864407,0.09389830508474573,1279,290,1
55,3369.5244140625,-5572.2060546875,-0.8660254037844383,-27.966101694915253,0.07711864406779667,1280,290,1
56,4069.37451171875,-7190.32275390625,-0.7431448254773941,-28.474576271186443,0.060338983050847395,1281,290,1
57,5304.41650390625,-10057.373046875,-0.5877852522924735,-28.983050847457626,0.04355932203389834,1282,290,1
58,8082.77734375,-16520.037109375,-0.40673664307579954,-29.491525423728817,0.026779661016949063,1283,290,1
59,20180.474609375,-44676.1640625,-0.20791169081775923,-30.0,0.010000000000000009,1284,290,1
